"","launched","state","backers","duration_days","mean_pledged","percent_pledged","pledged_byday","usd_goal_lvl","region","percent_pledged_lvl"
"145398","August","successful",24,30,53.1854166666667,426.792162632072,42.5483333333333,"<2000","Europe",">100"
"145444","February","failed",60,30,22,13.2,44,">=10000 & <50000","North America","<100"
"145468","May","successful",475,22,19.7789473684211,187.9,427.045454545455,">=2000 & <10000","North America",">100"
"145503","June","failed",21,30,41.2514285714286,10.8657559607504,28.876,">=2000 & <10000","North America","<100"
"145511","June","failed",2,20,13,0.01625,1.3,">=100000","North America","<100"
"145521","June","failed",1,30,25,2.5,0.833333333333333,"<2000","North America","<100"
"145523","September","failed",4,30,3,12,0.4,"<2000","North America","<100"
"145546","March","successful",147,32,81.6334693877551,100.001,375.00375,">=10000 & <50000","North America",">100"
"145557","August","successful",352,25,36.21875,196.138461538462,509.96,">=2000 & <10000","North America",">100"
"145567","November","successful",136,30,31.5257352941176,144.274287714056,142.916666666667,">=2000 & <10000","North America",">100"
"145569","April","failed",0,40,0,0,0,"<2000","Europe","<100"
"145581","July","failed",54,30,34.5559259259259,12.440008933244,62.2006666666667,">=10000 & <50000","Europe","<100"
"145594","January","successful",3,30,82.3333333333333,123.5,8.23333333333333,"<2000","North America",">100"
"145621","March","successful",894,34,62.309966442953,123.789133333333,1638.38558823529,">=10000 & <50000","North America",">100"
"145665","September","successful",80,35,44.4375,177.75,101.571428571429,">=2000 & <10000","North America",">100"
"145723","March","failed",8,30,61.875,1.65,16.5,">=10000 & <50000","North America","<100"
"145738","July","failed",1,30,19.19,0.0624970282158287,0.639666666666667,">=10000 & <50000","Asia & Pacific","<100"
"145787","July","successful",42,30,31.4761904761905,155.529411764706,44.0666666666667,"<2000","North America",">100"
"145788","June","failed",1,60,1,0.00714285714285714,0.0166666666666667,">=10000 & <50000","North America","<100"
"145790","September","successful",545,30,88.0103669724771,243.129461832765,1598.855,">=10000 & <50000","Europe",">100"
"145800","March","successful",199,26,6.59814070351759,258.516272567975,50.5011538461538,"<2000","Europe",">100"
"145813","April","successful",1132,46,29.6121908127208,223.473333333333,728.717391304348,">=10000 & <50000","North America",">100"
"145814","February","failed",5,30,7.2,0.0666666666666667,1.2,">=50000 & <100000","North America","<100"
"145854","January","successful",619,25,40.0791599353796,206.741666666667,992.36,">=10000 & <50000","North America",">100"
"145866","March","successful",280,30,134.515357142857,125.367513549696,1255.47666666667,">=10000 & <50000","Europe",">100"
"145886","April","failed",8,21,15.25,12.2,5.80952380952381,"<2000","North America","<100"
"145903","May","successful",1194,31,35.0105025125628,123.321658805634,1348.46903225806,">=10000 & <50000","Europe",">100"
"145905","November","successful",133,30,97.3000751879699,220.419755988302,431.363666666667,">=2000 & <10000","Europe",">100"
"145945","December","failed",18,30,43.1722222222222,11.0616067869954,25.9033333333333,">=2000 & <10000","Europe","<100"
"145946","February","successful",229,33,64.1420087336245,105.614148113422,445.106666666667,">=10000 & <50000","Europe",">100"
"145992","January","failed",1,59,42.76,0.444404720085306,0.724745762711864,">=2000 & <10000","Europe","<100"
"146031","May","successful",281,29,54.4021352313167,191.0875,527.137931034483,">=2000 & <10000","North America",">100"
"146101","July","failed",56,26,31.0892857142857,12.0068965517241,66.9615384615385,">=10000 & <50000","North America","<100"
"146111","August","failed",6,60,160.378333333333,36.2501083054251,16.0378333333333,">=2000 & <10000","Europe","<100"
"146148","February","successful",71,30,69.9087323943662,13061.8947368421,165.450666666667,"<2000","North America",">100"
"146152","June","failed",18,30,61.2422222222222,19.7999457565258,36.7453333333333,">=2000 & <10000","Europe","<100"
"146179","August","successful",137,30,68.9197080291971,188.84,314.733333333333,">=2000 & <10000","North America",">100"
"146187","April","failed",2,30,36.95,20.0005412866383,2.46333333333333,"<2000","Asia & Pacific","<100"
"146221","April","successful",57,60,142.719298245614,101.6875,135.583333333333,">=2000 & <10000","North America",">100"
"146239","September","failed",1,59,1.11,0.0333543676192193,0.0188135593220339,">=2000 & <10000","Europe","<100"
"146255","February","successful",150,26,83.6168,139.361333333333,482.404615384615,">=2000 & <10000","North America",">100"
"146274","February","failed",0,30,0,0,0,">=10000 & <50000","Europe","<100"
"146303","March","failed",399,60,112.135338345865,59.656,745.7,">=50000 & <100000","North America","<100"
"146337","May","failed",57,38,74.8191228070175,16.5216414368868,112.228684210526,">=10000 & <50000","Asia & Pacific","<100"
"146374","April","failed",1,60,10,0.05,0.166666666666667,">=10000 & <50000","North America","<100"
"146384","February","failed",5,30,28.2,7.05,4.7,">=2000 & <10000","North America","<100"
"146387","September","failed",32,54,386.71625,11.1300035085595,229.165185185185,">=100000","North America","<100"
"146390","March","failed",0,29,0,0,0,">=2000 & <10000","North America","<100"
"146396","June","failed",204,35,19.9019607843137,8.12,116,">=50000 & <100000","North America","<100"
"146399","July","failed",5,30,112.034,0.432003103308795,18.6723333333333,">=100000","Europe","<100"
"146407","April","failed",0,30,0,0,0,"<2000","Europe","<100"
"146413","March","failed",2,30,25,0.833333333333333,1.66666666666667,">=2000 & <10000","North America","<100"
"146475","July","successful",52,18,85.3211538461538,168.749714737787,246.483333333333,">=2000 & <10000","Europe",">100"
"146490","August","failed",156,30,32.6566025641026,4.7797395927938,169.814333333333,">=100000","Europe","<100"
"146496","January","failed",8,40,54.375,4.35,10.875,">=10000 & <50000","North America","<100"
"146513","March","failed",0,60,0,0,0,">=2000 & <10000","North America","<100"
"146519","May","successful",164,17,44.8109756097561,489.933333333333,432.294117647059,"<2000","North America",">100"
"146536","May","successful",14,30,201.928571428571,188.466666666667,94.2333333333333,"<2000","North America",">100"
"146545","April","failed",4,30,14.77,0.410032897019835,1.96933333333333,">=10000 & <50000","Europe","<100"
"146581","April","failed",0,45,0,0,0,">=10000 & <50000","North America","<100"
"146586","December","successful",74,30,176.702702702703,217.933333333333,435.866666666667,">=2000 & <10000","North America",">100"
"146609","July","failed",5,30,36.4,3.64,6.06666666666667,">=2000 & <10000","North America","<100"
"146620","April","successful",300,22,34.5433333333333,414.52,471.045454545455,">=2000 & <10000","North America",">100"
"146624","November","successful",27,30,30.5385185185185,301.201826484018,27.4846666666667,"<2000","Europe",">100"
"146629","June","failed",103,31,37.9439805825243,33.237544308448,126.071935483871,">=10000 & <50000","Europe","<100"
"146663","September","successful",61,34,106.967213114754,108.75,191.911764705882,">=2000 & <10000","North America",">100"
"146667","August","failed",0,30,0,0,0,">=100000","North America","<100"
"146745","July","successful",186,32,41.9247311827957,111.4,243.6875,">=2000 & <10000","North America",">100"
"146746","March","successful",87,30,106.492988505747,6339.30208689702,308.829666666667,"<2000","Europe",">100"
"146858","May","failed",15,30,34.3333333333333,5.15,17.1666666666667,">=10000 & <50000","North America","<100"
"146866","October","failed",0,30,0,0,0,">=100000","North America","<100"
"146877","May","failed",145,31,73.4554482758621,17.3647030436619,343.581935483871,">=50000 & <100000","Europe","<100"
"146885","June","failed",1,30,1.14,0.332895313184406,0.038,"<2000","Europe","<100"
"146888","August","successful",2987,24,33.028791429528,986.57,4110.70833333333,">=10000 & <50000","North America",">100"
"146897","April","successful",994,60,22.0362877263582,458.182795608956,365.067833333333,">=2000 & <10000","North America",">100"
"146926","October","failed",5,44,56.446,0.787986136045221,6.41431818181818,">=10000 & <50000","Europe","<100"
"146950","June","failed",2,30,15,3,1,"<2000","North America","<100"
"146980","November","successful",308,38,48.8961038961039,150.6,396.315789473684,">=10000 & <50000","North America",">100"
"146996","May","failed",0,30,0,0,0,">=10000 & <50000","North America","<100"
"147024","December","successful",14,20,714.262142857143,184.140046809945,499.9835,">=2000 & <10000","Europe",">100"
"147025","October","successful",4,31,281.25,112.5,36.2903225806452,"<2000","North America",">100"
"147063","August","successful",248,30,24.3649193548387,241.7,201.416666666667,">=2000 & <10000","North America",">100"
"147085","June","successful",17,10,55.5211764705882,145.500231231694,94.386,"<2000","Europe",">100"
"147139","April","failed",0,30,0,0,0,">=50000 & <100000","North America","<100"
"147179","February","failed",1,29,1.49,0.20063016723669,0.0513793103448276,"<2000","Europe","<100"
"147226","February","successful",60,30,29.2166666666667,175.3,58.4333333333333,"<2000","North America",">100"
"147243","July","failed",29,50,108.724137931034,4.47234042553191,63.06,">=50000 & <100000","North America","<100"
"147255","January","successful",117,30,106.08094017094,315.872159459645,413.715666666667,">=2000 & <10000","Europe",">100"
"147310","April","successful",5076,17,29.7101241134752,1508.0859,8871.09352941176,">=10000 & <50000","North America",">100"
"147320","November","successful",159,29,30.7538993710692,130.099905548682,168.616206896552,">=2000 & <10000","Asia & Pacific",">100"
"147336","January","successful",91,41,67.4289010989011,433.399727360696,149.659268292683,"<2000","Europe",">100"
"147348","September","failed",4,30,7.6775,0.361158152225045,1.02366666666667,">=2000 & <10000","Europe","<100"
"147352","July","failed",7,23,45.8571428571429,16.05,13.9565217391304,">=2000 & <10000","North America","<100"
"147372","April","failed",43,31,83.953488372093,10.9393939393939,116.451612903226,">=10000 & <50000","North America","<100"
"147385","January","failed",3,30,10,0.06,1,">=50000 & <100000","North America","<100"
"147388","May","failed",0,14,0,0,0,"<2000","Europe","<100"
"147407","July","failed",123,32,35.4065040650407,10.8875,136.09375,">=10000 & <50000","North America","<100"
"147439","March","successful",268,32,35.4626865671642,237.6,297,">=2000 & <10000","North America",">100"
"147510","September","failed",55,30,155.881454545455,26.2279936417578,285.782666666667,">=10000 & <50000","Europe","<100"
"147516","January","failed",3,60,19,57,0.95,"<2000","North America","<100"
"147527","February","successful",201,22,91.4850746268657,122.59,835.840909090909,">=10000 & <50000","North America",">100"
"147540","April","failed",2,30,1,0.2,0.0666666666666667,"<2000","North America","<100"
"147588","July","failed",3,30,40,1.2,4,">=10000 & <50000","North America","<100"
"147595","December","failed",4,30,1.2275,0.0999773981849317,0.163666666666667,">=2000 & <10000","Europe","<100"
"147627","March","successful",2507,28,40.262401276426,403.75136,3604.92285714286,">=10000 & <50000","North America",">100"
"147641","November","successful",74,29,29.6891891891892,439.4,75.7586206896552,"<2000","North America",">100"
"147713","June","failed",5,30,19,0.211111111111111,3.16666666666667,">=10000 & <50000","North America","<100"
"147737","August","failed",39,30,29.7435897435897,58,38.6666666666667,">=2000 & <10000","North America","<100"
"147789","September","failed",0,30,0,0,0,">=10000 & <50000","North America","<100"
"147817","July","successful",619,36,81.1857835218094,558.377777777778,1395.94444444444,">=2000 & <10000","North America",">100"
"147851","September","successful",181,30,31.8248066298343,186.879815725015,192.009666666667,">=2000 & <10000","Europe",">100"
"147856","February","failed",12,30,81.5833333333333,48.95,32.6333333333333,">=2000 & <10000","North America","<100"
"147918","June","failed",24,30,45.0833333333333,36.0666666666667,36.0666666666667,">=2000 & <10000","North America","<100"
"147943","September","failed",2,33,34.39,0.842899387617296,2.08424242424242,">=2000 & <10000","Europe","<100"
"147954","September","successful",85,9,41.2588235294118,175.35,389.666666666667,">=2000 & <10000","North America",">100"
"147964","June","successful",34,30,153.794117647059,104.58,174.3,">=2000 & <10000","North America",">100"
"147988","June","successful",81,40,51.6654320987654,118.933466716306,104.6225,">=2000 & <10000","Europe",">100"
"148005","September","failed",17,38,85.1176470588235,14.47,38.0789473684211,">=10000 & <50000","North America","<100"
"148011","December","failed",3,30,36.6666666666667,2.2,3.66666666666667,">=2000 & <10000","North America","<100"
"148018","April","successful",231,18,247.759307359307,397.209999583582,3179.57777777778,">=10000 & <50000","Europe",">100"
"148050","June","failed",2,30,11,0.044,0.733333333333333,">=50000 & <100000","North America","<100"
"148064","August","failed",3,30,100.25,0.0354545973142285,10.025,">=100000","Europe","<100"
"148086","September","failed",64,30,23.21875,29.72,49.5333333333333,">=2000 & <10000","North America","<100"
"148090","January","failed",6,30,11.0533333333333,23.6014234875445,2.21066666666667,"<2000","Europe","<100"
"148130","August","successful",325,30,61.7945846153846,137.51998614066,669.441333333333,">=10000 & <50000","Asia & Pacific",">100"
"148135","April","successful",45,25,11.0444444444444,110.444444444444,19.88,"<2000","North America",">100"
"148142","May","successful",209,30,67.1882296650718,100.888011414826,468.078,">=10000 & <50000","Europe",">100"
"148181","June","successful",58,30,39.2068965517241,239.368421052632,75.8,"<2000","North America",">100"
"148190","April","successful",18,30,43.8988888888889,100.599640979286,26.3393333333333,"<2000","Europe",">100"
"148193","May","failed",1,30,100,0.0357142857142857,3.33333333333333,">=100000","North America","<100"
"148206","March","failed",1,30,1.42,0.154059801241158,0.0473333333333333,"<2000","Europe","<100"
"148219","June","successful",23,30,261.913043478261,109.527272727273,200.8,">=2000 & <10000","North America",">100"
"148220","April","successful",8,30,53.24,381.000089453439,14.1973333333333,"<2000","Europe",">100"
"148224","January","failed",1,21,1,0.2,0.0476190476190476,"<2000","North America","<100"
"148265","November","successful",253,7,21.0158102766798,265.85,759.571428571429,">=2000 & <10000","North America",">100"
"148299","October","successful",216,30,38.1944444444444,165,275,">=2000 & <10000","North America",">100"
"148330","July","successful",227,30,50.1256387665198,252.856,379.284,">=2000 & <10000","North America",">100"
"148333","April","failed",1,30,6.42,0.166654552628573,0.214,">=2000 & <10000","Europe","<100"
"148339","November","failed",2,30,20,0.444444444444444,1.33333333333333,">=2000 & <10000","North America","<100"
"148340","August","failed",2,45,50.5,1.44285714285714,2.24444444444444,">=2000 & <10000","North America","<100"
"148348","August","failed",46,30,73.4565217391304,5.19846153846154,112.633333333333,">=50000 & <100000","North America","<100"
"148369","October","failed",13,30,11.9230769230769,25.8333333333333,5.16666666666667,"<2000","North America","<100"
"148394","July","successful",351,30,34.988603988604,129.273684210526,409.366666666667,">=2000 & <10000","North America",">100"
"148409","April","failed",3,30,9.68,0.520060100609423,0.968,">=2000 & <10000","Europe","<100"
"148410","July","failed",43,30,52,11.18,74.5333333333333,">=10000 & <50000","North America","<100"
"148421","March","successful",531,30,27.2994350282486,289.92,483.2,">=2000 & <10000","North America",">100"
"148451","September","successful",70,10,11.5344285714286,720.00178348493,80.741,"<2000","Europe",">100"
"148475","January","failed",109,41,26.111376146789,57.4667805446355,69.4180487804878,">=2000 & <10000","Europe","<100"
"148521","March","successful",840,30,51.8345238095238,290.273333333333,1451.36666666667,">=10000 & <50000","North America",">100"
"148536","September","failed",2,30,18.96,0.12500708769089,1.264,">=10000 & <50000","Europe","<100"
"148538","July","successful",50,30,183.134,471.533034656779,305.223333333333,"<2000","Europe",">100"
"148544","January","failed",2,30,33,6.6,2.2,"<2000","North America","<100"
"148570","October","failed",74,30,96.9864864864865,17.9425,239.233333333333,">=10000 & <50000","North America","<100"
"148584","May","successful",175,21,24.0864571428571,559.599861929797,200.720476190476,"<2000","Asia & Pacific",">100"
"148595","May","successful",88,30,34.4090909090909,100.933333333333,100.933333333333,">=2000 & <10000","North America",">100"
"148620","February","failed",12,30,107.065833333333,14.41663132051,42.8263333333333,">=2000 & <10000","Europe","<100"
"148622","August","successful",3070,26,46.5267133550489,714.18505,5493.73115384615,">=10000 & <50000","North America",">100"
"148682","August","successful",65,21,34.8153846153846,205.727272727273,107.761904761905,"<2000","North America",">100"
"148692","February","failed",1,30,5,0.0714285714285714,0.166666666666667,">=2000 & <10000","North America","<100"
"148724","July","failed",286,30,58.1963986013986,36.1520917998319,554.805666666667,">=10000 & <50000","Europe","<100"
"148746","January","successful",1345,21,35.2081189591078,473.5492,2254.99619047619,">=10000 & <50000","North America",">100"
"148776","October","successful",254,29,38.1456692913386,121.1125,334.103448275862,">=2000 & <10000","North America",">100"
"148805","November","failed",2,30,25,0.166666666666667,1.66666666666667,">=10000 & <50000","North America","<100"
"148850","September","failed",112,60,27.1766964285714,62.4538847601187,50.7298333333333,">=2000 & <10000","North America","<100"
"148881","June","failed",112,30,47.2008035714286,69.2900330427511,176.216333333333,">=2000 & <10000","North America","<100"
"148926","September","successful",26,35,24.2292307692308,231.475289362484,17.9988571428571,"<2000","Europe",">100"
"148963","September","successful",25,33,109.64,102.813203300825,83.0606060606061,">=2000 & <10000","North America",">100"
"148964","November","failed",33,30,19.0451515151515,58.000184569952,20.9496666666667,"<2000","Europe","<100"
"148987","November","successful",38,30,26.0639473684211,937.996022350601,33.0143333333333,"<2000","Europe",">100"
"148994","September","failed",364,16,25.7142857142857,78,585,">=10000 & <50000","North America","<100"
"149019","January","failed",70,50,21.3715714285714,28.3200599714908,29.9202,">=2000 & <10000","Europe","<100"
"149033","March","successful",1457,31,28.4591626630062,138.216666666667,1337.58064516129,">=10000 & <50000","North America",">100"
"149161","May","successful",39,17,52.2023076923077,100.83305680338,119.758235294118,">=2000 & <10000","Europe",">100"
"149162","August","successful",44,30,63.6363636363636,127.272727272727,93.3333333333333,">=2000 & <10000","North America",">100"
"149177","February","failed",7,30,8.78571428571429,26.5006248114793,2.05,"<2000","Europe","<100"
"149207","April","failed",13,30,16.0007692307692,4.43324346500996,6.93366666666667,">=2000 & <10000","Europe","<100"
"149219","June","successful",60,15,50.2666666666667,365.575757575758,201.066666666667,"<2000","North America",">100"
"149274","April","failed",5,30,9.404,0.419973293914317,1.56733333333333,">=10000 & <50000","Europe","<100"
"149278","April","failed",278,31,66.9653956834532,62.0546,600.528387096774,">=10000 & <50000","North America","<100"
"149305","October","failed",87,31,51.8403448275862,0.93960625,145.487419354839,">=100000","North America","<100"
"149325","January","successful",6460,31,46.8097445820433,2815.29081968007,9754.54677419355,">=10000 & <50000","Europe",">100"
"149343","January","failed",8,22,24.625,13.1333333333333,8.95454545454546,"<2000","North America","<100"
"149345","June","successful",31,30,75.1032258064516,198.499445818058,77.6066666666667,"<2000","Europe",">100"
"149367","April","successful",107,33,30.1495327102804,129.04,97.7575757575758,">=2000 & <10000","North America",">100"
"149417","January","failed",0,30,0,0,0,">=10000 & <50000","Europe","<100"
"149461","July","successful",203,36,62.5534975369458,112.346631466074,352.732222222222,">=10000 & <50000","North America",">100"
"149482","July","successful",1375,32,113.262545454545,1557.36,4866.75,">=10000 & <50000","North America",">100"
"149512","April","failed",4,30,39.75,1.13571428571429,5.3,">=10000 & <50000","North America","<100"
"149531","November","failed",168,30,16.81875,13.0766429049765,94.185,">=10000 & <50000","North America","<100"
"149539","May","failed",10,30,51.8,20.72,17.2666666666667,">=2000 & <10000","North America","<100"
"149546","November","successful",23,30,92.9130434782609,106.85,71.2333333333333,">=2000 & <10000","North America",">100"
"149549","August","failed",0,60,0,0,0,">=50000 & <100000","North America","<100"
"149571","July","successful",527,30,34.0493358633776,897.2,598.133333333333,">=2000 & <10000","North America",">100"
"149589","June","successful",87,24,54.1490804597701,165.079982479194,196.290416666667,">=2000 & <10000","Europe",">100"
"149592","March","failed",6,28,14.6666666666667,2.58823529411765,3.14285714285714,">=2000 & <10000","North America","<100"
"149595","October","successful",38,35,28.6052631578947,108.7,31.0571428571429,"<2000","North America",">100"
"149599","December","failed",1,60,1,0.02,0.0166666666666667,">=2000 & <10000","North America","<100"
"149604","April","failed",15,32,25.9333333333333,77.8,12.15625,"<2000","North America","<100"
"149660","May","failed",11,37,104.727272727273,14.4,31.1351351351351,">=2000 & <10000","North America","<100"
"149686","February","failed",27,49,26.6266666666667,4.54501200547738,14.6718367346939,">=10000 & <50000","North America","<100"
"149705","December","failed",16,30,51.375,8.22,27.4,">=10000 & <50000","North America","<100"
"149712","October","successful",234,21,54.1581196581197,396.03125,603.47619047619,">=2000 & <10000","North America",">100"
"149739","June","failed",34,30,33.0679411764706,14.6699965161841,37.477,">=2000 & <10000","North America","<100"
"149742","September","successful",130,60,14.6769230769231,9540,31.8,"<2000","North America",">100"
"149791","May","successful",405,33,87.9294814814815,110.669287484559,1079.13454545455,">=10000 & <50000","Europe",">100"
"149850","January","failed",47,60,35.6382978723404,16.75,27.9166666666667,">=10000 & <50000","North America","<100"
"149859","August","successful",81,14,19.6346913580247,200.900661917033,113.600714285714,"<2000","Asia & Pacific",">100"
"149919","June","successful",5784,25,74.5406293222683,1077.8575,17245.72,">=10000 & <50000","North America",">100"
"150008","July","successful",472,30,31.2478813559322,134.081818181818,491.633333333333,">=10000 & <50000","North America",">100"
"150071","April","failed",52,30,74.8459615384615,57.7999717830862,129.733,">=2000 & <10000","Asia & Pacific","<100"
"150101","August","failed",7,30,24.8571428571429,3.48,5.8,">=2000 & <10000","North America","<100"
"150116","October","failed",106,34,44.9198113207547,9.09184124917679,140.044117647059,">=50000 & <100000","Europe","<100"
"150127","February","successful",69,32,89.7826086956522,106.260720411664,193.59375,">=2000 & <10000","North America",">100"
"150128","July","successful",65,30,63.1038461538462,121.199719882161,136.725,">=2000 & <10000","Europe",">100"
"150157","August","failed",5,26,119.4,11.94,22.9615384615385,">=2000 & <10000","North America","<100"
"150168","June","failed",0,30,0,0,0,">=10000 & <50000","Europe","<100"
"150179","September","failed",2,30,15.905,0.799911484174024,1.06033333333333,">=2000 & <10000","Europe","<100"
"150221","January","successful",856,38,58.981308411215,841.466666666667,1328.63157894737,">=2000 & <10000","North America",">100"
"150239","February","failed",62,30,49.2775806451613,41.3400284692116,101.840333333333,">=2000 & <10000","Europe","<100"
"150243","February","successful",411,30,31.5912408759124,1298400,432.8,"<2000","North America",">100"
"150296","May","successful",909,27,92.3124312431243,279.706666666667,3107.85185185185,">=10000 & <50000","North America",">100"
"150308","November","failed",7,30,36.8571428571429,17.2,8.6,"<2000","North America","<100"
"150319","June","successful",199,30,83.6482412060301,554.866666666667,554.866666666667,">=2000 & <10000","North America",">100"
"150324","December","failed",0,30,0,0,0,"<2000","Europe","<100"
"150329","April","successful",18,30,6.86555555555556,135.001092418615,4.11933333333333,"<2000","Europe",">100"
"150350","November","failed",5,40,12.37,0.182223849846369,1.54625,">=10000 & <50000","North America","<100"
"150355","January","failed",6,30,24.0616666666667,6.37856991375654,4.81233333333333,">=2000 & <10000","Europe","<100"
"150359","October","failed",9,30,59.1111111111111,53.2,17.7333333333333,"<2000","North America","<100"
"150369","July","successful",997,30,13.2721163490471,441.076666666667,441.076666666667,">=2000 & <10000","North America",">100"
"150370","May","failed",20,30,38.9115,20.0798829621717,25.941,">=2000 & <10000","North America","<100"
"150403","February","failed",1,30,1,2,0.0333333333333333,"<2000","North America","<100"
"150408","September","successful",120,30,29.3,200.914285714286,117.2,"<2000","North America",">100"
"150430","March","failed",33,30,28.8181818181818,11.8875,31.7,">=2000 & <10000","North America","<100"
"150449","February","failed",3,35,4.66666666666667,2.8,0.4,"<2000","North America","<100"
"150458","November","successful",1399,36,55.3760185847034,113.928014705882,2151.97361111111,">=50000 & <100000","North America",">100"
"150471","September","failed",205,35,31.3903414634146,16.6885808967044,183.857714285714,">=10000 & <50000","Europe","<100"
"150497","April","successful",288,29,38.2470833333333,123.765842696629,379.833103448276,">=2000 & <10000","North America",">100"
"150611","March","failed",15,30,35.6,7.12,17.8,">=2000 & <10000","North America","<100"
"150633","February","failed",1,30,10,0.1,0.333333333333333,">=10000 & <50000","North America","<100"
"150672","September","failed",1,30,1,0.02,0.0333333333333333,">=2000 & <10000","North America","<100"
"150684","January","successful",374,26,13.6641978609626,334.400581064369,196.554230769231,"<2000","Asia & Pacific",">100"
"150710","September","failed",9,35,31.1111111111111,7,8,">=2000 & <10000","North America","<100"
"150721","March","failed",6,30,60,4.5,12,">=2000 & <10000","North America","<100"
"150762","August","successful",203,33,244.785911330049,102.193755741665,1505.80424242424,">=10000 & <50000","North America",">100"
"150764","April","failed",32,32,22.5,20.5714285714286,22.5,">=2000 & <10000","North America","<100"
"150803","October","failed",2,30,30,0.12,2,">=50000 & <100000","North America","<100"
"150819","June","failed",10,27,37.5,12.0967741935484,13.8888888888889,">=2000 & <10000","North America","<100"
"150826","May","successful",54,17,48.8888888888889,264,155.294117647059,"<2000","North America",">100"
"150828","February","failed",13,60,20.8461538461538,0.542,4.51666666666667,">=50000 & <100000","North America","<100"
"150834","July","failed",0,30,0,0,0,">=2000 & <10000","North America","<100"
"150847","November","failed",12,60,9.25,0.555,1.85,">=10000 & <50000","North America","<100"
"150865","May","successful",93,18,55.6021505376344,103.42,287.277777777778,">=2000 & <10000","North America",">100"
"150875","May","successful",128,30,463.606640625,106.499998384777,1978.055,">=50000 & <100000","Europe",">100"
"150883","March","successful",403,30,80.6650124069479,116.1,1083.6,">=10000 & <50000","North America",">100"
"150887","July","successful",43,17,67.6279069767442,116.32,171.058823529412,">=2000 & <10000","North America",">100"
"150905","January","failed",1,30,1.54,0.284905555658335,0.0513333333333333,"<2000","Europe","<100"
"150924","June","successful",82,30,45.5975609756098,149.56,124.633333333333,">=2000 & <10000","North America",">100"
"150946","June","successful",150,30,45.3266666666667,679.9,226.633333333333,"<2000","North America",">100"
"150968","May","failed",0,60,0,0,0,">=10000 & <50000","North America","<100"
"151021","March","failed",1,30,75,15,2.5,"<2000","North America","<100"
"151023","January","failed",92,30,37.0760869565217,22.74,113.7,">=10000 & <50000","North America","<100"
"151056","October","failed",94,60,33.6292553191489,2.61000340993439,52.6858333333333,">=100000","Europe","<100"
"151067","April","failed",186,30,18.1881720430108,38.0625562556256,112.766666666667,">=2000 & <10000","North America","<100"
"151070","January","failed",5,30,41,4.1,6.83333333333333,">=2000 & <10000","North America","<100"
"151073","October","failed",6,31,104.081666666667,46.3460610783331,20.1448387096774,"<2000","Europe","<100"
"151080","September","successful",464,35,52.5533405172414,172.400201636422,696.707142857143,">=10000 & <50000","North America",">100"
"151134","May","failed",252,30,43.2103174603175,87.112,362.966666666667,">=10000 & <50000","North America","<100"
"151154","October","successful",1276,29,81.8385579937304,20885.2,3600.89655172414,"<2000","North America",">100"
"151169","February","failed",100,30,33.4548,8.99599473493858,111.516,">=10000 & <50000","Europe","<100"
"151174","May","successful",596,31,30.241711409396,110.874989234877,581.421290322581,">=10000 & <50000","North America",">100"
"151222","April","successful",99,28,31.4343434343434,207.466666666667,111.142857142857,"<2000","North America",">100"
"151252","November","failed",14,30,28.5807142857143,5.41669261321948,13.3376666666667,">=2000 & <10000","Europe","<100"
"151264","October","successful",341,34,68.4772727272727,274.274898016475,686.786764705882,">=2000 & <10000","Europe",">100"
"151276","September","successful",147,34,77.8784353741497,104.62442378625,336.709705882353,">=10000 & <50000","Europe",">100"
"151293","January","failed",2,15,1,0.0666666666666667,0.133333333333333,">=2000 & <10000","North America","<100"
"151306","September","successful",87,30,11.8275862068966,205.8,34.3,"<2000","North America",">100"
"151381","June","successful",86,10,33.6046511627907,192.666666666667,289,"<2000","North America",">100"
"151384","November","successful",61,30,56.6393442622951,345.5,115.166666666667,"<2000","North America",">100"
"151417","January","failed",2,34,8.35,4.39936775553214,0.491176470588235,"<2000","Europe","<100"
"151432","June","failed",0,40,0,0,0,"<2000","Europe","<100"
"151440","July","successful",248,30,49.5040322580645,102.308333333333,409.233333333333,">=10000 & <50000","North America",">100"
"151448","January","failed",0,60,0,0,0,"<2000","Europe","<100"
"151497","January","failed",5,60,28.2,0.134285714285714,2.35,">=100000","North America","<100"
"151512","May","failed",1,15,1,0.5,0.0666666666666667,"<2000","North America","<100"
"151547","June","failed",2,40,2.545,0.318471337579618,0.12725,"<2000","Asia & Pacific","<100"
"151553","January","successful",295,21,37.664406779661,370.366666666667,529.095238095238,">=2000 & <10000","North America",">100"
"151556","July","successful",171,40,98.2699415204678,101.200007226782,420.104,">=10000 & <50000","Europe",">100"
"151573","January","failed",22,30,27.8181818181818,30.6,20.4,">=2000 & <10000","North America","<100"
"151583","November","failed",88,30,31.2622727272727,29.012547482805,91.7026666666667,">=2000 & <10000","Europe","<100"
"151586","February","failed",2,30,6.135,0.0733369633237483,0.409,">=10000 & <50000","Europe","<100"
"151587","July","failed",9,30,78.4444444444444,0.504285714285714,23.5333333333333,">=100000","North America","<100"
"151610","June","successful",978,40,39.338445807771,384.73,961.825,">=10000 & <50000","North America",">100"
"151616","April","successful",2802,25,34.7342505353319,121.6567125,3893.0148,">=50000 & <100000","North America",">100"
"151619","November","failed",1,19,0.57,0.0248956131309073,0.03,">=2000 & <10000","Europe","<100"
